competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Wayfair,Lighting > Outdoor Lighting > Commercial Exterior Lighting,Lighting > Outdoor Lighting > Commercial Exterior Lighting,True,stratified sample,"Furniture > Lamps & Lighting > Outdoor Lighting || Facilities > Commercial Lighting, Ballasts & Bulbs > Commercial Lighting || Furniture > Lamps & Lighting > Ceiling Lighting || Furniture > Lamps & Lighting > Lighting Controls, Dimmers & Accessories > Lighting Accessories || Furniture > Lamps & Lighting > Specialty Lighting || Furniture > Lamps & Lighting > Accent Lighting || Furniture > Lamps & Lighting > Under Cabinet Lighting || Furniture > Lamps & Lighting > Lighting Controls, Dimmers & Accessories || Furniture > Lamps & Lighting || Furniture > Lamps & Lighting > Wall Lamps || Facilities > Paint Supplies > Paint > Exterior Paint || Facilities > Commercial Lighting, Ballasts & Bulbs",,,
Wayfair,School Spaces > Library Furniture > School Carts & Stands,School Spaces > Library Furniture > School Carts & Stands,True,stratified sample,School Supplies > Learning at Home > Home School Furniture || Furniture > Home & Office Tables > Classroom & Kids' Tables || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Carts & Stands || Furniture > Carts & Stands > Carts & Stands || School Supplies > School Bags & Lunch Boxes || School Supplies > Teacher Supplies > Teacher Resources > Hall Passes & Library Cards || School Supplies > Learning at Home > Home School Supplies || School Supplies > Middle School Supplies || School Supplies > School Art Supplies || School Supplies || Furniture > Carts & Stands > TV Stands,,,
Wayfair,Outdoor > Outdoor & Patio Furniture > Patio Bar Furniture,Outdoor > Outdoor & Patio Furniture > Patio Bar Furniture,True,stratified sample,Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Chairs & Seating || Furniture > Decor || Furniture > Home & Office Tables || Furniture > Storage Furniture || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
Wayfair,Facilities & Maintenance > Safety & Emergency Supplies > Stanchions,Facilities & Maintenance > Safety & Emergency Supplies > Stanchions,True,stratified sample,"Safety Supplies > Stanchions & Barricades || Safety Supplies > Safety Lanyards || Safety Supplies > Safety Harnesses || Safety Supplies > Personal Protective Equipment (PPE) || Facilities > Material Handling > Hoists, Winches & Pullers || Safety Supplies > Safety Storage || Safety Supplies || Safety Supplies > Safety Storage > Safety Cabinets & Shelves || Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection > Eyewash Stations & Showers || Safety Supplies > Traffic Cones || Furniture > Carts & Stands > TV Stands || Furniture > Carts & Stands > Carts & Stands",,,
Wayfair,Bedding & Bath > Shower Curtains & Accessories > Shower Curtain Rods,Bedding & Bath > Shower Curtains & Accessories > Shower Curtain Rods,True,stratified sample,"Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Bath & Shower Accessories || Facilities > Plumbing > Tubs and Showers > Wall Mounted Shower Heads || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Decor > Bath Mats & Towels || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Furniture > Decor > Curtains, Blinds & Shades || Facilities > Plumbing > Tubs and Showers > Handheld Shower Heads || Facilities > Bathroom Fixtures > Toilet Seat Cover Dispensers || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Tools, Parts & Supplies > Drill Rods",,,
Wayfair,Smallwares > Food Storage Supplies > Specialty Food Storage,Smallwares > Food Storage Supplies > Specialty Food Storage,True,stratified sample,"Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Restaurant & Foodservice Supplies > Restaurant Storage & Transport || Restaurant & Foodservice Supplies > Smallwares > Food Safety || Restaurant & Foodservice Supplies > Smallwares > Commercial Food Prep || Restaurant & Foodservice Supplies > Disposable Food Packaging || Retail Store Supplies > Retail Packaging > Food Boxes & Bags || Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Office Supplies > Tape, Fasteners & Adhesives > Tape > Specialty Tape || Furniture > Lamps & Lighting > Specialty Lighting",,,
Wayfair,Shop Restaurant Spaces > Commercial Kitchen > Food Storage Supplies,Restaurant Spaces > Commercial Kitchen > Food Storage Supplies,True,stratified sample,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Restaurant & Foodservice Supplies > Restaurant Storage & Transport || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories || Restaurant & Foodservice Supplies > Smallwares > Commercial Food Prep || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Party Supplies,,,
Wayfair,Decor & Pillows > Mirrors > Vanity & Dresser Mirrors,Decor & Pillows > Mirrors > Vanity & Dresser Mirrors,True,stratified sample,"Furniture > Decor > Mirrors || Furniture > Decor > Shower Curtains & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Lamps & Lighting > Desk Lamps || Furniture > Lamps & Lighting > Floor Lamps || Furniture > Lamps & Lighting > Table Lamps || Furniture > Lamps & Lighting > Wall Lamps || Furniture > Decor > Bath & Shower Accessories || Furniture > Lamps & Lighting || Furniture > Decor > Curtains, Blinds & Shades || Safety Supplies > Security Mirrors || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Dental Mirrors",,,
Wayfair,Outdoor > Front Door Décor & Curb Appeal > House Numbers & Letters,Outdoor > Front Door Décor & Curb Appeal > House Numbers & Letters,True,stratified sample,"School Supplies > Teacher Supplies > Classroom Decorations > Letters & Numbers || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Decor > Home & Office Decor > Living Room Accents || Office Supplies > Writing Supplies & Instruments > Correction & White Out || Furniture > Decor > Wall Art > Still Life || Office Supplies > Office Basics > Post-it® / Sticky Flags & Tabs || School Supplies > Learning at Home > Building Sets || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || School Supplies > Teacher Supplies > Classroom Decorations > Decorative Accents & Board Sets || Furniture > Home & Office Tables > Classroom & Kids' Tables || Shipping, Packing & Mailing Supplies > Mailing Supplies > Letter Openers || Office Supplies > Desk Organizers & Accessories > Letter & Desktop Trays",,,
Wayfair,Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,True,stratified sample,Furniture > Lecterns & PA Systems > Lecterns || Furniture > Lecterns & PA Systems || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Boards & Easels || Furniture > Chairs & Seating || Furniture > Desks || Furniture > Chairs & Seating > Sofas & Benches || Furniture > Lecterns & PA Systems > Microphones || Furniture > Carts & Stands || Retail Store Supplies > Sewing & Tailoring > Patterns & Sewing Books || Facilities > Flashlights & Lanterns,,,
Wayfair,Furniture > Living Room Furniture > Ottomans & Poufs,Furniture > Living Room Furniture > Ottomans & Poufs,True,stratified sample,"Furniture > Chairs & Seating > Stools & Ottomans > Ottomans || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals || Furniture > Chairs & Seating > Sofas & Benches || Furniture > Chairs & Seating > Stools & Ottomans > Drafting Chairs & Office Stools || Furniture > Chairs & Seating || Furniture > Bookcases & Bookshelves || Furniture > Decor || Furniture > Chairs & Seating > Recliners, Gliders & Rockers || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Cotton Balls || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Pots & Pans",,,
Wayfair,Furniture > Bedroom Furniture,Furniture > Bedroom Furniture,False,stratified sample,Furniture || Furniture > Storage Furniture || Furniture > Decor || Furniture > School Furniture || Furniture > Home & Office Tables || Furniture > Chairs & Seating || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture || Furniture > Bookcases & Bookshelves || Furniture > Decor > Home & Office Decor || Gift Shop > Professional Gifts > Compasses > Patio Furniture,,,
Wayfair,Bedding & Bath > Bedding & Bedding Sets > Throw Pillows,Bedding & Bath > Bedding & Bedding Sets > Throw Pillows,True,stratified sample,"Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Bath Mats & Towels || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows || Furniture > Decor > Shower Curtains & Accessories || Shipping, Packing & Mailing Supplies > Shipping Supplies > Cushioning & Void Fill > Air Pillows & Inflatable Packaging",,,
Wayfair,Commercial Office Furniture > Office Tables > Coffee Tables & End Tables,Commercial Office Furniture > Office Tables > Coffee Tables & End Tables,True,stratified sample,"Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Home & Office Tables > Training Room Tables || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Folding Tables || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Home & Office Tables > Table Components || Furniture > Home & Office Tables > Specialty & Drafting Tables || Furniture > Home & Office Tables || Furniture > Home & Office Tables > Classroom & Kids' Tables || Healthcare Supplies > Patient Care > Beds & Bedside Care > Overbed Tables || Coffee, Water & Snacks > Coffee || Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies",,,
Wayfair,Smallwares > Outdoor Serving & Tableware > Outdoor Drinkware,Smallwares > Outdoor Serving & Tableware > Outdoor Drinkware,True,stratified sample,"Restaurant & Foodservice Supplies > Tabletop > Drinkware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Drinkware & Glassware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Restaurant & Foodservice Supplies > Tabletop > Glassware || Restaurant & Foodservice Supplies > Tabletop > Bar Glassware || Restaurant & Foodservice Supplies > Tabletop > Dinnerware || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Carafes, Pitchers & Tumblers || Facilities > Grounds Maintenance > Outdoor Tools || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games",,,
Wayfair,Organization > Cleaning & Laundry Organization > Trash Bags & Liners,Organization > Cleaning & Laundry Organization > Trash Bags & Liners,True,stratified sample,Cleaning Supplies > Waste & Recycling > Trash Bags || Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins || Cleaning Supplies > Waste & Recycling > Waste Receptacle Lids & Accessories || Cleaning Supplies > Waste & Recycling || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Cleaning Supplies > Laundry Care > Laundry Room Organization || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Cleaning Supplies > Laundry Care || Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying || Cleaning Supplies > Cleaning Tools > Cleaning Cloths & Rags || Expanded Assortment > Paint & Paint Supplies > Paint Trays & Liners || Laboratory & Scientific Supplies > Labware & Consumables > Lab Bags,,,
Wayfair,Furniture > Office Furniture,Furniture > Office Furniture,False,stratified sample,Furniture || Furniture > Storage Furniture || Furniture > Home & Office Tables || Furniture > School Furniture || Furniture > Decor || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Desks || Furniture > Standing Desk Mats || Furniture > Chairs & Seating || Furniture > Chairs & Seating > Office Chairs || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
Wayfair,Furniture > Office Furniture > Laptop Carts & Stands,Furniture > Office Furniture > Laptop Carts & Stands,True,stratified sample,"Furniture > Carts & Stands > Carts & Stands || Furniture > Carts & Stands || Furniture > Home & Office Tables || Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Stands & Lap Desks || Furniture > Standing Desk Mats || Furniture > Carts & Stands > TV Stands || Furniture > Storage Furniture > Electronics & Computer Storage Units || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Storage Furniture > Media Storage Furniture || Furniture > Storage Furniture || Computers & Accessories > Laptops || Bags, Backpacks & Luggage > Backpacks & Laptop Bags > Laptop Bags",,,
Wayfair,Furniture > Office Furniture > Home Office Furniture Sets,Furniture > Office Furniture > Home Office Furniture Sets,True,stratified sample,Furniture > Home & Office Tables || Furniture > School Furniture || Furniture > Storage Furniture || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture || Furniture > Decor > Home & Office Decor || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Decor || Furniture > Standing Desk Mats || Furniture > Chairs & Seating > Office Chairs || School Supplies > Learning at Home > Home School Furniture,,,
Wayfair,Commercial Office Furniture > Office Seating > Waiting Room & Reception Chairs,Commercial Office Furniture > Office Seating > Waiting Room & Reception Chairs,True,stratified sample,Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Chairs & Seating > Office Chairs || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Training Room Tables || Furniture > Chairs & Seating > Kids Seating || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Chairs & Seating || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Home & Office Tables || Furniture > Chairs & Seating > Big and Tall Chairs || Furniture > Chairs & Seating > Gaming Chairs || Healthcare Supplies > Durable Medical Equipment > Patient Lift & Transfer > Lift Chairs,,,
Wayfair,Appliances > Washers & Dryers,Appliances > Washers & Dryers,False,stratified sample,"Appliances & Kitchenware > Major Appliances > Washers & Dryers || Appliances & Kitchenware > Major Appliances > Dishwashers || Appliances & Kitchenware > Major Appliances > Refrigerators || Facilities > Bathroom Fixtures > Hand Dryers || Appliances & Kitchenware > Small Appliances > Microwaves || Appliances & Kitchenware > Small Appliances || Appliances & Kitchenware > Major Appliances > Freezers || Appliances & Kitchenware > Major Appliances || Facilities > Washer & Dryer Accessories || Appliances & Kitchenware > Small Appliances > Griddles, Grills & Waffle Makers || Cleaning Supplies > Laundry Care > Dryer Sheets || Facilities > Grounds Maintenance > Outdoor Tools > Pressure Washers & Accessories",,,
Wayfair,Organization > Cleaning & Laundry Organization > Laundry Accessories,Organization > Cleaning & Laundry Organization > Laundry Accessories,True,stratified sample,"Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Cleaning Supplies > Laundry Care > Laundry Room Organization || Cleaning Supplies > Laundry Care || Cleaning Supplies > Laundry Care > Laundry Detergent || Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Baskets, Hampers & Sorters || Cleaning Supplies > Laundry Care > Dryer Sheets || Cleaning Supplies > Laundry Care > Laundry Stain Removers || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach || TV & Streaming Media > TV & Video > TV Accessories || Gift Shop > Professional Gifts > Bar Accessories",,,
Wayfair,Furniture,Furniture,False,stratified sample,Furniture || Furniture > Storage Furniture || Furniture > Decor || Furniture > School Furniture || Furniture > Home & Office Tables || Furniture > Chairs & Seating || Furniture > Chair Mats || Furniture > Desks || Furniture > Bookcases & Bookshelves || Furniture > School Furniture > Classroom Storage Furniture || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
Wayfair,Decor & Pillows > Wall Décor > Wall Decals,Decor & Pillows > Wall Décor > Wall Decals,True,stratified sample,Furniture > Decor > Wall Art > Wall Decals || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Wall Art || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Wall Art > Framed Posters || Decor > Rug Pads || Furniture > Decor > Decorative Accents || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Office Supplies > Desk Organizers & Accessories > Wall Files || Facilities > Electrical and Wiring > Electrical > Wall Plates,,,
Wayfair,Outdoor > Front Door Décor & Curb Appeal > Flags,Outdoor > Front Door Décor & Curb Appeal > Flags,True,stratified sample,School Supplies > Teacher Supplies > Classroom Decorations > Flags || Office Supplies > Office Basics > Post-it® / Sticky Flags & Tabs || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || School Supplies > Teacher Supplies > Classroom Decorations > Decorative Accents & Board Sets || Furniture > Decor > Wall Art > Wall Decals || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hats & Safety Helmets || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Safety Supplies > Crowd Control Accessories || Furniture > Decor > Seasonal Decor > Standing Decor || Facilities > Paint Supplies > Paint Accessories > Extension Poles || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Exam Room Status Flags || Laboratory & Scientific Supplies > Labware & Consumables > Lab Bags,,,
Wayfair,Outdoor > Backyard Play > Outdoor Games,Outdoor > Backyard Play > Outdoor Games,True,stratified sample,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Gift Shop > Game Room & Toys > Game Room > Game Room & Games || Gift Shop > Game Room & Toys > Game Room || Gift Shop > Game Room & Toys > Game Room > Gaming Tables & Accessories || Gift Shop > Game Room & Toys > Game Room > Sports Displays & Collectibles || Gift Shop > Game Room & Toys > Game Room > Tailgating Supplies || Furniture > Daycare & Nursery > Play & Rest Mats || Expanded Assortment > Outdoors & Recreation || Gift Shop > Game Room & Toys || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Computer Software > PC Games & Accessories > PC Games,,,
Wayfair,Home Improvement > Plumbing > Drains,Home Improvement > Plumbing > Drains,True,stratified sample,"Facilities > Plumbing > Bathroom Hardware > Drains || Facilities > Plumbing > Sinks || Facilities > Plumbing > Sink Repair Parts || Facilities > Plumbing > Faucet Repair Parts || Facilities > Plumbing > Faucets || Facilities > Plumbing || Facilities > Plumbing > Toilets and Urinals || Facilities > Plumbing > Drinking Fountain Repair & Accessories || Facilities > Plumbing > Toilets and Urinals > Toilet & Urinal Repair Parts || Facilities > Plumbing > Toilets and Urinals > Flush Valves || Tools, Parts & Supplies > Automotive > Oil Drain Pans, Measuring Cans & Funnels || Facilities > Hardware > Chain, Rope & Tie Downs > Chains",,,
Wayfair,Organization > Cleaning & Laundry Organization > Trash Cans & Recycling,Organization > Cleaning & Laundry Organization > Trash Cans & Recycling,True,stratified sample,"Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins || Cleaning Supplies > Waste & Recycling > Trash Bags || Cleaning Supplies > Waste & Recycling || Cleaning Supplies > Waste & Recycling > Waste Receptacle Lids & Accessories || Cleaning Supplies > Laundry Care > Laundry Room Organization || Office Supplies > Storage & Organization > Storage Bins || Cleaning Supplies > Laundry Care || Office Supplies > Storage & Organization > Storage Containers & Boxes || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying || Safety Supplies > Safety Storage > Safety Cans & Drums || Tools, Parts & Supplies > Automotive > Oil Drain Pans, Measuring Cans & Funnels",,,
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Bar Stools & Counter Stools,Restaurant Furniture > Restaurant Dining & Bar Furniture > Bar Stools & Counter Stools,True,stratified sample,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools || Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Chairs & Seating > Stools & Ottomans > Drafting Chairs & Office Stools || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > Chairs & Seating || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Furniture > Home & Office Tables || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Stools || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Chairs & Stools,,,
Wayfair,Decor & Pillows > Decorative Accents,Decor & Pillows > Decorative Accents,False,stratified sample,Furniture > Decor > Decorative Accents || Furniture > Decor > Home & Office Decor > Home Accents || Furniture > Decor > Home & Office Decor > Accent Furniture || Decor || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Shower Curtains & Accessories || Decor > Rug Pads || Decor > Rugs || School Supplies > Teacher Supplies > Classroom Decorations > Decorative Accents & Board Sets || Furniture > Decor > Home & Office Decor > Living Room Accents,,,
Wayfair,Baby & Kids > Nursery Furniture > Conversion Rails,Baby & Kids > Nursery Furniture > Conversion Rails,True,gap-enriched sample,"Furniture > Daycare & Nursery > Nursery Furniture || Furniture > Daycare & Nursery || Furniture > Storage Furniture > Coat Trees, Stands & Hooks || Furniture > Daycare & Nursery > Play & Rest Mats || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Storage Furniture > Media Storage Furniture || Facilities > Hand & Power Tools > Tool Storage > Tool Chests & Side Cabinets || Furniture > Home & Office Tables > Table Components || Furniture > Cubicle & Panel Systems || Furniture > Home & Office Tables > Folding Tables || Retail Store Supplies > Spa & Salon > Nails || Retail Store Supplies > Store Fixtures & Retail Displays > Hangrails & Accessories",,,
Wayfair,"Outdoor > Hot Tubs, Saunas & Pools > Swimming Pools","Outdoor > Hot Tubs, Saunas & Pools > Swimming Pools",True,gap-enriched sample,"Facilities > Plumbing > Tubs and Showers || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || Facilities > Plumbing > Drinking Fountains || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Facilities > Grounds Maintenance > Outdoor Tools || Retail Store Supplies > Spa & Salon > Spa & Massage || Facilities > Floor Mats & Flooring || Gift Shop > Professional Gifts > Compasses > Water Recreation || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Facilities > Bathroom Fixtures || Facilities > Hand & Power Tools > Power Tools || Tools, Parts & Supplies > Power Tools",,,
Wayfair,Shop Hospitality Spaces,Hospitality Spaces,False,gap-enriched sample,Facilities > Facilities Signs || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Facilities > Work Lights || Facilities > Bathroom Fixtures || Furniture > Decor > Home & Office Decor > Living Room Accents || Facilities || Facilities > Grounds Maintenance > Outdoor Tools || Furniture > Home & Office Tables > Conference Room Tables || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport || Healthcare Supplies > Patient Care > Beds & Bedside Care > Hospital Mattresses || Facilities > Air Quality,,,
Wayfair,Outdoor > Outdoor Fencing & Flooring > Outdoor Deck Tiles & Planks,Outdoor > Outdoor Fencing & Flooring > Outdoor Deck Tiles & Planks,True,gap-enriched sample,Facilities > Hardware > Ceiling > Ceiling Tiles || Facilities > Floor Mats & Flooring > Commercial Floor Mats || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Facilities > Floor Mats & Flooring || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Lamps & Lighting > Outdoor Lighting || Furniture > Chairs & Seating > Sofas & Benches > Benches & Beam Seating || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Furniture > Standing Desk Mats || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Facilities > Grounds Maintenance > Outdoor Tools,,,
Wayfair,Organization > Storage Furniture > Storage Benches > Small Bedroom Vanities,Organization > Storage Furniture > Storage Benches > Small Bedroom Vanities,True,gap-enriched sample,Furniture > Storage Furniture > Storage Cabinets || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || Furniture > Storage Furniture > Media Storage Furniture || Furniture > Storage Furniture || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Furniture > Home & Office Tables || Furniture > Storage Furniture > Shelving || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Appliances & Kitchenware > Small Appliances || Restaurant & Foodservice Supplies > Smallwares,,,
Wayfair,Shop Restaurant Spaces > Lobby > Sneeze Guards,Restaurant Spaces > Lobby > Sneeze Guards,True,gap-enriched sample,Cleaning Supplies > Laundry Care > Laundry Room Organization || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Raised Toilet Seats || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Cubicle & Panel Systems > Privacy Booths || Facilities > Bathroom Fixtures > Toilet Seat Cover Dispensers || Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care || Furniture > Standing Desk Mats || Facilities > Plumbing > Tubs and Showers > Wall Mounted Shower Heads || Facilities > Hardware > Door Hardware > Door Stops & Bumpers || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Appliances & Kitchenware > Major Appliances > Freezers || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Tweezers,,,
Wayfair,Baby & Kids > Teen Bedroom Furniture > Teen Dressers,Baby & Kids > Teen Bedroom Furniture > Teen Dressers,True,gap-enriched sample,Furniture > School Furniture || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Daycare & Nursery || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Home & Office Tables > Classroom & Kids' Tables || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || Furniture > Home & Office Tables || Furniture > Decor > Bath & Shower Accessories || Furniture || Furniture > Daycare & Nursery > Nursery Furniture || Retail Store Supplies > Store Fixtures & Retail Displays > Dress Forms || Healthcare Supplies > Wound Care > Advanced Wound Care > Foam Dressings,,,
