competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Walmart,Health and Medicine > Children's Health > Children's Cough Cold,Health and Medicine > Children's Health > Children's Cough Cold,False,stratified sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > Personal Care > Baby Care > Youth Feeding Supplies || Healthcare Supplies > OTC Pharmaceuticals > Hot & Cold Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Eating & Drinking Aids || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Shipping, Packing & Mailing Supplies > Shipping Supplies > Desiccants & Cold Packs > Shipping Cold Packs || Shipping, Packing & Mailing Supplies > Shipping Supplies > Desiccants & Cold Packs",,,
Walmart,Industrial & Scientific > Occupational Health & Safety Products > Facility Safety,Industrial & Scientific > Occupational Health & Safety Products > Facility Safety,False,stratified sample,"Laboratory & Scientific Supplies > Lab Safety > Maintenance & Safety Supplies || Safety Supplies > Safety Storage || Safety Supplies || Facilities > Facilities Signs > Safety Signs || Laboratory & Scientific Supplies > Lab Safety || Laboratory & Scientific Supplies > Lab Safety > Hazard Communications, Labels, Tags & Signs || Healthcare Supplies > Environmental Services || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Safety Supplies > Fire Protection || Facilities || Workwear > Occupational Workwear > Safety",,,
Walmart,Electronics > Cameras & Camcorders > Shop Cameras by Brand > Fujifilm Cameras,Electronics > Cameras & Camcorders > Cameras by Brand > Fujifilm Cameras,True,stratified sample,"Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Camera & Camcorder Accessories || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Cameras & Camcorders || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Phones, Cameras & Electronics || Shredders, Projectors & Office Machines > Projectors & Accessories > Document Cameras || Phones, Cameras & Electronics > GPS || Phones, Cameras & Electronics > Phones & Accessories || Phones, Cameras & Electronics > Stylus & Smart Pens || Wearable Technology > Camera Glasses || Wearable Technology > Action Cameras || Smart Home & Security > Security Cameras & Systems",,,
Walmart,Party & Occasions > Curious George Party Supplies,Party & Occasions > Curious George Party Supplies,False,stratified sample,Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Wedding Supplies || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies || Party Supplies > Anniversary Supplies || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Wedding Supplies > Wedding Favors || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Party Supplies > Party Supply Kits || Restaurant & Foodservice Supplies > Bar Supplies || Facilities > Paint Supplies,,,
Walmart,Home > Personalized Gifts > Personalized Father's Day Gifts > Personalized Men's Jewelry,Home > Personalized Gifts > Personalized Father's Day Gifts > Personalized Men's Jewelry,True,stratified sample,"Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases || Gift Shop > Home, Personal & Travel > Unique Gifts || Gift Shop > Gift Sets, Photo & Custom Gifts || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Gift Shop > Professional Gifts || Gift Shop > Gift Sets, Photo & Custom Gifts > Photo Gifts || Gift Shop > Home, Personal & Travel || Gift Shop > Wedding Invitations & Kits || Gift Shop > Custom Appointment Cards || Healthcare Supplies > Personal Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits",,,
Walmart,Health and Medicine > Vitamins and Supplements > Hair Skin and Nails,Health and Medicine > Vitamins and Supplements > Hair Skin and Nails,True,stratified sample,Healthcare Supplies > Personal Care > Skin Care > Supplements || Retail Store Supplies > Spa & Salon > Hair > Hair Treatment || Healthcare Supplies > Personal Care > Skin Care > Hair Removal || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Retail Store Supplies > Spa & Salon > Hair > Hair Color & Supplies || Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer || Healthcare Supplies > Personal Care > Skin Care || Retail Store Supplies > Spa & Salon > Nails || Retail Store Supplies > Spa & Salon > Hair,,,
Walmart,Industrial & Scientific > Medical & Dental > CPAP Products,Industrial & Scientific > Medical & Dental > CPAP Products,False,stratified sample,"Healthcare Supplies > Professional Dental Supplies > Operatory Products || Healthcare Supplies > Professional Dental Supplies || Healthcare Supplies > Professional Dental Supplies > Lab Products || Healthcare Supplies > Professional Dental Supplies > Dental Instruments || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Professional Dental Supplies > Orthodontic || Healthcare Supplies > Durable Medical Equipment || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Healthcare Dispensers || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Dental Mirrors || Healthcare Supplies > Patient Care > Beds & Bedside Care > Disposable Medical & Dental Cups || Coffee, Water & Snacks > Paper Products || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Grilling Products",,,
Walmart,Home > Dorm Room Essentials > Dorm Bedding,Home > Dorm Room Essentials > Dorm Bedding,True,stratified sample,Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding || Furniture > Decor > Home & Office Decor > Living Room Accents || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Home & Office Decor || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Party Supplies > Wedding Supplies || Party Supplies > Wedding Supplies > Wedding Favors,,,
Walmart,Home > Furniture > Bedroom Furniture > Queen Headboard,Home > Furniture > Bedroom Furniture > Queen Headboard,True,stratified sample,Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Headboards || Furniture > Decor || Furniture > Storage Furniture || Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Home & Office Decor > Living Room Accents || School Supplies > Learning at Home > Board & Card Games || Furniture > Boards & Easels > Board Accessories,,,
Walmart,Personal Care > Oral Care > FSA/HSA Eligible Dental Care,Personal Care > Oral Care > FSA/HSA Eligible Dental Care,True,stratified sample,Healthcare Supplies > Personal Dental Care > Oral Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Personal Dental Care > Oral Care > Denture Care || Healthcare Supplies > Personal Care || Healthcare Supplies > Patient Care || Healthcare Supplies > Professional Dental Supplies || Healthcare Supplies > Personal Dental Care > Oral Care > Fluoride Home Use || Healthcare Supplies > Personal Dental Care > Oral Care > Dental Floss & Flossers || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Professional Dental Supplies > Dental Instruments || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Dental Mirrors || Healthcare Supplies > Patient Care > Beds & Bedside Care > Disposable Medical & Dental Cups,,,
Walmart,Home > Furniture > Office Furniture > White Office Furniture,Home > Furniture > Office Furniture > White Office Furniture,True,stratified sample,Furniture > Home & Office Tables || Furniture > School Furniture || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Decor > Home & Office Decor || Furniture > Storage Furniture || Furniture || Furniture > Standing Desk Mats || Furniture > Decor || Furniture > Chairs & Seating > Office Chairs || Furniture > School Furniture > Classroom Storage Furniture || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
Walmart,Office Supplies > Laminators & Laminating Supplies > Scotch Laminators,Office Supplies > Laminators & Laminating Supplies > Scotch Laminators,True,stratified sample,"Office Supplies > Laminators & Supplies > Laminating Pouches & Sheets || Office Supplies > Laminators & Supplies > Laminating Machines || Office Supplies > Laminators & Supplies || Office Supplies > Tape, Fasteners & Adhesives > Tape Dispensers || Shredders, Projectors & Office Machines > Copiers || Shredders, Projectors & Office Machines || Office Supplies > Tape, Fasteners & Adhesives || Shredders, Projectors & Office Machines > Typewriters & Typewriter Supplies || Shipping, Packing & Mailing Supplies > Shipping Supplies > Packing Tape & Dispensers > Packing Tape Dispensers || Office Supplies > Staplers & Staples > Staplers || Safety Supplies > Generators || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > OB/GYN Examination",,,
Walmart,Party & Occasions > Baptism Party Supplies > Baptism Invitations & Cards,Party & Occasions > Baptism Party Supplies > Baptism Invitations & Cards,True,stratified sample,Gift Shop > Invitations || Gift Shop > Wedding Invitations & Kits || Party Supplies > Wedding Supplies > Wedding Favors || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Wedding Supplies || Party Supplies > Party Favors & Costumes || Gift Shop > Greeting Cards || Gift Shop > Custom Appointment Cards || Gift Shop > Note Cards & Postcards || Paper > Stationery & Invitations || Paper > Index Cards,,,
Walmart,Home Improvement > Home Safety > Personal Safety,Home Improvement > Home Safety > Personal Safety,True,stratified sample,"Safety Supplies > Safety Storage || Safety Supplies || Laboratory & Scientific Supplies > Lab Safety > Maintenance & Safety Supplies || Safety Supplies > Fire Protection || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Safety Supplies > Personal Protective Equipment (PPE) || Safety Supplies > Safety Vests & High Visibility Clothing || Safety Supplies > Security Mirrors || Safety Supplies > Fall Protection Kits, Parts & Accessories || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Workwear > Occupational Workwear > Safety || Healthcare Supplies > Personal Care",,,
Walmart,Household Essentials > Paper & Plastic > Wax Paper,Household Essentials > Paper & Plastic > Wax Paper,True,stratified sample,"Paper > Specialty Paper Products || Coffee, Water & Snacks > Paper Products > Paper Towels || Coffee, Water & Snacks > Paper Products > Toilet Paper & Bath Tissue || Paper > Loose Leaf & Graph Paper || Paper || Paper > Construction Paper || Paper > Thermal Fax Paper Rolls || Paper > Specialty Paper Products > Security & Carbon Paper || Party Supplies > Wrapping Supplies > Tissue Paper || Paper > Specialty Paper Products > Presentation & Photo Paper || Paper > Specialty Paper Products > POS Paper || Office Supplies > Scissors, Hole Punches & Paper Cutters > Paper Cutters",,,
Walmart,Electronics > TV & Home Theater > Shop TVS by Type > Roku TVS,Electronics > TV & Home Theater > TVS by Type > Roku TVS,True,stratified sample,"TV & Streaming Media > TV & Video > TVs || TV & Streaming Media > TV & Video > TV Accessories || TV & Streaming Media > TV & Video > DVD & Blu-Ray Players || TV & Streaming Media > TV & Video > TV Wall Mounts || TV & Streaming Media > TV & Video > Car CD Players & Monitors || Phones, Cameras & Electronics > GPS || Shredders, Projectors & Office Machines > Projectors & Accessories > Projector Screens || Shredders, Projectors & Office Machines > Projectors & Accessories > Projector Parts & Accessories || TV & Streaming Media > TV & Video || Phones, Cameras & Electronics || Furniture > Carts & Stands > TV Stands",,,
Walmart,Personal Care > Sun Care > Mineral Sunscreen,Personal Care > Sun Care > Mineral Sunscreen,True,stratified sample,"Healthcare Supplies > Personal Care > Skin Care > Sunscreen & Sunblock || Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Skin Care > Lip Balm || Healthcare Supplies > Personal Care > Skin Care > Deodorant || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Tablets & iPads > Tablet Screen Protectors || Phones, Cameras & Electronics > Cell Phone Screen Protectors",,,
Walmart,Party & Occasions > Cars Party Supplies > Cars Party Favors,Party & Occasions > Cars Party Supplies > Cars Party Favors,True,stratified sample,Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || School Supplies > Learning at Home > Pretend Play > Toy Vehicles || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Wedding Supplies || Party Supplies || Party Supplies > Party Supply Kits || Party Supplies > Wedding Supplies > Wedding Favors,,,
Walmart,Home > Decor > Decorative Accents > Sculptures,Home > Decor > Decorative Accents > Sculptures,True,stratified sample,"Gift Shop > Home, Personal & Travel > Sculptures & Figurines || Furniture > Decor > Decorative Accents || Furniture > Decor > Wall Art > Kids & Whimsical Art || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Floral Art || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Wall Art > Contemporary Art || Furniture > Decor > Home & Office Decor > Decorative Plates || Laboratory & Scientific Supplies > Lab Furniture & Fixtures || Facilities > Bathroom Fixtures",,,
Walmart,Office Supplies > Retail Essentials > Office Signs > Business Card Holders Name Plates,Office Supplies > Retail Essentials > Office Signs > Business Card Holders Name Plates,True,stratified sample,"Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files || Retail Store Supplies > Retail Signage > Literature & Sign Holders || Retail Store Supplies > Point of Sale (POS) Equipment > Credit Card Readers || Office Supplies > Desk Organizers & Accessories > Book & Document Holders || Office Supplies > Label Makers & Tapes > ID Card Printers & Accessories || Retail Store Supplies > Retail Signage > Sign Materials || Retail Store Supplies > Time Clock Cards & Racks || Gift Shop > Home, Personal & Travel > Passport Holders || Office Supplies > Desk Organizers & Accessories > Letter & Desktop Trays || Office Supplies > Custom Marketing Materials || School Supplies > Teacher Supplies > Classroom Decorations > Classroom Name Plates & Name Tags || Office Supplies > Forms & Recordkeeping > Business Forms",,,
Walmart,Arts Crafts & Sewing > Arts & Crafts Furniture and Storage > Art Portfolio & Poster Storage,Arts Crafts & Sewing > Arts & Crafts Furniture and Storage > Art Portfolio & Poster Storage,False,stratified sample,Arts & Crafts > Crafting > Art Portfolios & Craft Storage || Arts & Crafts > Canvas & Art Boards || Furniture > Decor > Wall Art > Sports Art || Arts & Crafts > Painting Accessories || Arts & Crafts > Art & Drawing Pens || Arts & Crafts > Art Paper & Rolls || Arts & Crafts > Drawing Tools & Supplies || Furniture > Decor > Wall Art > Food & Kitchen Art || Furniture > Decor > Wall Art > Music Art || Furniture > Decor > Wall Art > Contemporary Art || Furniture > Decor > Wall Art > Framed Posters || Office Supplies > Folders & Filing > File Storage,,,
Walmart,Home > Appliances > Refrigerators > Mini Fridges Compact Refrigerators,Home > Appliances > Refrigerators > Mini Fridges Compact Refrigerators,True,stratified sample,"Appliances & Kitchenware > Major Appliances > Refrigerators || Appliances & Kitchenware > Small Appliances > Microwaves || Appliances & Kitchenware > Major Appliances > Freezers || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Refrigerators, Freezers & Accessories || Appliances & Kitchenware > Major Appliances > Dishwashers || Appliances & Kitchenware > Major Appliances > Washers & Dryers || Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens || Facilities > Bathroom Fixtures > Hand Dryers || Appliances & Kitchenware > Small Appliances || Appliances & Kitchenware > Small Appliances > Griddles, Grills & Waffle Makers || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Refrigerated Prep Tables || Safety Supplies > Generators",,,
Walmart,Household Essentials > Laundry > (unnamed ID 1277425) > High Efficient Liquid Laundry Detergent,Household Essentials > Laundry > High Efficient Liquid Laundry Detergent,True,stratified sample,Cleaning Supplies > Laundry Care > Laundry Detergent || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Cleaning Supplies > Dishwasher Detergent || Cleaning Supplies > Laundry Care || Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach || Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying || Cleaning Supplies > Laundry Care > Laundry Room Organization || Cleaning Supplies > Laundry Care > Dryer Sheets || Cleaning Supplies > Laundry Care > Laundry Stain Removers || Cleaning Supplies > Laundry Care > Fabric Softener || Healthcare Supplies > Wound Care > Bandages > Liquid Bandages,,,
Walmart,Walmart for Business > Food Service Equipment & Supplies > Storage & Transport,Walmart for Business > Food Service Equipment & Supplies > Storage & Transport,True,stratified sample,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Restaurant Storage & Transport || Office Supplies > Storage & Organization > Storage Containers & Boxes || Office Supplies > Storage & Organization > Storage Furniture || Office Supplies > Storage & Organization > Storage Bins || Office Supplies > Storage & Organization > Storage Baskets || Healthcare Supplies > Durable Medical Equipment > Patient Lift & Transfer > Transfer Equipment || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Delivery Options || Office Supplies > Storage & Organization || Furniture > Storage Furniture > Storage Organization || Office Supplies > Folders & Filing > File Storage,,,
Walmart,Home > Decor > Lighting & Light Fixtures > Ceiling Fixtures,Home > Decor > Lighting & Light Fixtures > Ceiling Fixtures,True,stratified sample,Furniture > Lamps & Lighting > Ceiling Lighting || Furniture > Lamps & Lighting > Wall Lamps || Furniture > Lamps & Lighting > Floor Lamps || Furniture > Lamps & Lighting > Under Cabinet Lighting || Furniture > Lamps & Lighting > Outdoor Lighting || Furniture > Lamps & Lighting || Facilities > Hardware > Ceiling > Ceiling Tiles || Facilities > Hardware > Ceiling || Furniture > Lamps & Lighting > Accent Lighting || Furniture > Lamps & Lighting > Table Lamps || Facilities > Bathroom Fixtures || Facilities > Heating & Cooling > Ceiling Fans,,,
Walmart,"Home Improvement > Heating, Cooling, & Air Quality > Fans","Home Improvement > Heating, Cooling, & Air Quality > Fans",False,stratified sample,Facilities > Heating & Cooling > Ceiling Fans || Facilities > Heating & Cooling > Bathroom Fans || Facilities > Heating & Cooling > Industrial Fans || Facilities > Heating & Cooling > General Purpose Fans || Computers & Accessories > Computer Parts & Components > Computer Fans || Safety Supplies > Crowd Control Accessories || Facilities > Heating & Cooling > Air Conditioners || Facilities > Air Quality > Air Filter Accessories || Facilities > Air Quality || Facilities > Heating & Cooling,,,
Walmart,Personal Care > Bath & Body > Hempz Body Wash,Personal Care > Bath & Body > Hempz Body Wash,True,stratified sample,Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Retail Store Supplies > Spa & Salon > Bath & Body > Body Treatments || Retail Store Supplies > Spa & Salon > Bath & Body || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Personal Care > Skin Care > Hair Removal || Healthcare Supplies > Personal Care > Maternity > Perineal Spray & Wash,,,
Walmart,Household Essentials > Paper & Plastic > Food Storage Containers,Household Essentials > Paper & Plastic > Food Storage Containers,False,stratified sample,Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers > Carryout Containers & Boxes || Office Supplies > Storage & Organization > Storage Containers & Boxes || Retail Store Supplies > Retail Packaging > Food Boxes & Bags || Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap || Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap > Butcher & Freezer Paper || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags || Office Supplies > Storage & Organization > Storage Bins,,,
Walmart,Office Supplies > Retail Essentials > Clipboards > Plastic Clipboards,Office Supplies > Retail Essentials > Clipboards > Plastic Clipboards,True,stratified sample,"Office Supplies > Office Basics > Clipboards || Office Supplies > Notebooks & Notepads > Notepads || Office Supplies > Notebooks & Notepads || Office Supplies > Binders || Office Supplies > Writing Supplies & Instruments > Pencil Accessories > Pencil Cases & Pouches || Office Supplies > Calendars & Planners > Organizer Refills & Accessories || Office Supplies > Writing Supplies & Instruments > Erasers || Office Supplies > Desk Organizers & Accessories > Letter & Desktop Trays || Office Supplies > Writing Supplies & Instruments > Highlighters || Office Supplies > Writing Supplies & Instruments > Pens || Tools, Parts & Supplies > Automotive > Tarps & Plastic Sheeting || Retail Store Supplies > Sewing & Tailoring > Elastic",,,
Walmart,Home > Furniture > Office Furniture > 1 Drawer File Cabinets,Home > Furniture > Office Furniture > 1 Drawer File Cabinets,True,stratified sample,Furniture > File Cabinets || Furniture > Storage Furniture > Storage Cabinets || Furniture > Home & Office Tables || Furniture > Storage Furniture || Furniture > Storage Furniture > Media Storage Furniture || Office Supplies > Storage & Organization > Storage Drawers || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Office Supplies > Desk Organizers & Accessories > Wall Files || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Storage Furniture > Shelving || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Cabinets || Healthcare Supplies > Patient Care > Medical Practice Furniture > Medical Cabinets,,,
Walmart,Home Improvement > Tools > Personal Protective Equipment > Masks Respirators,Home Improvement > Tools > Personal Protective Equipment > Masks Respirators,True,stratified sample,"Safety Supplies > Personal Protective Equipment (PPE) > Face Masks & Respirators || Safety Supplies > Personal Protective Equipment (PPE) > Personal Protective Equipment (PPE) Kits || Safety Supplies > Personal Protective Equipment (PPE) > Gloves & Hand Protection || Safety Supplies > Personal Protective Equipment (PPE) > Gloves & Hand Protection > Disposable Gloves || Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection > Safety Glasses, Goggles & Accessories || Safety Supplies > Personal Protective Equipment (PPE) || Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hats & Safety Helmets || Safety Supplies > Personal Protective Equipment (PPE) > Gloves & Hand Protection > Work Gloves || Safety Supplies > Personal Protective Equipment (PPE) > Ear Protection || School Supplies > College Supplies > School Masks || Healthcare Supplies > Patient Care > Respiratory Therapy",,,
Walmart,Home > Furniture > Office Furniture,Home > Furniture > Office Furniture,False,stratified sample,Furniture > Home & Office Tables || Furniture || Furniture > Storage Furniture || Furniture > School Furniture || Furniture > Decor || Furniture > Decor > Home & Office Decor || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Standing Desk Mats || Furniture > Storage Furniture > Media Storage Furniture || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
Walmart,Home Improvement > Paint > Interior Paint > Wall Paint,Home Improvement > Paint > Interior Paint > Wall Paint,True,stratified sample,Facilities > Paint Supplies > Paint > Interior Paint || Facilities > Paint Supplies > Paint > Exterior Paint || Facilities > Paint Supplies > Paint || Facilities > Paint Supplies > Paint > Spray Paint || Facilities > Paint Supplies > Paint Accessories || Facilities > Paint Supplies > Paint Accessories > Paint Brushes || Facilities > Paint Supplies > Paint Accessories > Paint Trays || Expanded Assortment > Paint & Paint Supplies > Paint Brushes || Facilities > Paint Supplies > Paint Accessories > Paint Buckets || Expanded Assortment > Paint & Paint Supplies > Paint Rollers || Arts & Crafts > Paint || Expanded Assortment > Paint & Paint Supplies,,,
Walmart,Office Supplies > School Supplies,Office Supplies > School Supplies,False,stratified sample,School Supplies || School Supplies > School Art Supplies || School Supplies > High School Supplies || Office Supplies || School Supplies > College Supplies || School Supplies > Middle School Supplies || School Supplies > Learning at Home > Home School Supplies || School Supplies > Teacher Supplies || School Supplies > Elementary School Supplies || School Supplies > Preschool Supplies,,,
Walmart,Office Supplies > Binders & Accessories > Binders,Office Supplies > Binders & Accessories > Binders,True,stratified sample,"Office Supplies > Binders || Office Supplies > Binder Accessories || Office Supplies > Clips, Fasteners & Rubber Bands > Binder & Paper Clips || Office Supplies > Notebooks & Notepads || Office Supplies > Notebooks & Notepads > Notepads || Office Supplies > Laminators & Supplies > Laminating Pouches & Sheets || Office Supplies > Tape, Fasteners & Adhesives || Office Supplies > Calendars & Planners > Organizer Refills & Accessories || Office Supplies > Staplers & Staples || Office Supplies > Sheet Protectors || Facilities > Hand & Power Tools > Measuring & Layout Tools > Stud Finders || Laboratory & Scientific Supplies > Labware & Consumables > Cylinders",,,
Walmart,Walmart for Business > Teaching and Classroom Supplies > Classroom Organization,Walmart for Business > Teaching and Classroom Supplies > Classroom Organization,True,stratified sample,School Supplies > Teacher Supplies > Classroom Storage & Organization || School Supplies > Classroom Essentials || School Supplies > Teacher Supplies > Classroom Books & Digital Media > Classroom Books || School Supplies > Teacher Supplies > Classroom Books & Digital Media || School Supplies > Teacher Supplies > Classroom Decorations || School Supplies > Teacher Supplies > Teacher Resources > Teaching Resources || School Supplies > Teacher Supplies > Physical Education & Recreation || School Supplies > Learning at Home > Learning & Development Toys || School Supplies > Learning at Home || School Supplies > Teacher Supplies > Teacher Resources || Furniture > Storage Furniture > Storage Organization || Office Supplies > Storage & Organization,,,
Walmart,Office Supplies > Retail Essentials > Time Clocks & Cards,Office Supplies > Retail Essentials > Time Clocks & Cards,False,stratified sample,"Retail Store Supplies > Time Clock Cards & Racks || Retail Store Supplies > Time Clock Systems || Retail Store Supplies > Time Clock Ribbons & Batteries || Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files || Retail Store Supplies > Backroom Retail Supplies > Dressing Room Supplies & Try-On Accessories || Office Supplies > Office Basics > Office Supply Kits || Computers & Accessories > Computer Parts & Components > Computer Cards || Retail Store Supplies > Point of Sale (POS) Equipment > Credit Card Readers || Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases || Retail Store Supplies > Store Fixtures & Retail Displays || Furniture > Decor > Clocks & Timers || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Timers, Clocks & Stopwatches",,,
Walmart,Health and Medicine > Allergy Medicine > Simply Saline,Health and Medicine > Allergy Medicine > Simply Saline,True,gap-enriched sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Healthcare Supplies > OTC Pharmaceuticals > Hot & Cold Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Ear Drops & Eye Drops || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients || Healthcare Supplies > Personal Dental Care > Oral Care > Fluoride Home Use || Healthcare Supplies > Patient Care > Respiratory Therapy > Aerosol Therapy || Healthcare Supplies > Patient Care > Respiratory Therapy > Oxygen Therapy || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Party Supplies > Party Supply Kits || Office Supplies > Office Basics > Office Supply Kits",,,
