unit_id,gap_type,name,example_paths,home_L1,home_path,nearest_staples_shelf,nearest_staples_score,k,carriers,members_n,member_competitors,contradicting_peers,soft_gap_share,PC,GS,AAS,CRS,AAS_V,AAS_G,CRS_V,CRS_G,competitor_shelves,competitor_items_counted,staples_shelves,crs_driver,centroid_uid,labelled_members,competitor_view,staples_items,median_depth_gap,staples_depth,label,label_V,label_G,zone_before_verify,O,evidence,action,theme,p_approved,p_top_n,verify_outcome,rank_in_zone,aisle,competitor_dept,family,display
E0305,ENTER,Nutrisystem,Walmart: Health and Medicine > Weight Loss > Nutrisystem,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.6421139488631937,1,Walmart,1,1,0,1.0,0.2,0.8827712312068265,13.648030606034258,3.694695072327185,0.6877662811929398,26.608294930875577,0.0,7.38939014465437,4.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Weight Loss > Nutrisystem,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4043994800342883,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,183,Healthcare Supplies > Patient Care,Health and Medicine,Competitor dept: Health and Medicine,Nutrisystem
E0272,ENTER,Mass Gainers,Walmart: Health and Medicine > Protein > Mass Gainers,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.6150099197055964,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,19.78998210681909,0.0,5.599513085818626,33.98045112781955,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > Mass Gainers,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4038518642400022,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,184,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Mass Gainers
E0115,ENTER,Exogenous Ketones,Walmart: Health and Medicine > Weight Loss > Exogenous Ketones,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.7025917275754394,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,19.76719004845255,0.0,12.14850882531954,27.38587127158556,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Weight Loss > Exogenous Ketones,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40378348806490255,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,185,Healthcare Supplies > Patient Care,Health and Medicine,Competitor dept: Health and Medicine,Exogenous Ketones
E0406,ENTER,Kimono Luxury Condoms,Walmart: Health and Medicine > Sexual Wellness Top Brands > Kimono Luxury Condoms,Healthcare Supplies,Healthcare Supplies > Patient Care,Expanded Assortment > Personal Care & Eyewear,0.6774516342714718,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,19.640338107245334,0.0,16.713329275715154,22.56734693877551,0.0,0.0,1.0,0.0,0,Expanded Assortment > Personal Care & Eyewear,Walmart::Health and Medicine > Sexual Wellness Top Brands > Kimono Luxury Condoms,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40340293224128093,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,186,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Kimono Luxury Condoms
E0360,ENTER,Sudafed,Walmart: Health and Medicine > Allergy Medicine > Sudafed,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",0.8007126178916275,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,21.058245866819036,1.0512148180139174,22.38587948874011,19.73061224489796,2.1024296360278347,0.0,1.0,0.0,0,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",Walmart::Health and Medicine > Allergy Medicine > Sudafed,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40337130835055585,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,187,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Sudafed
E0164,ENTER,Almased,Walmart: Health and Medicine > Weight Loss > Almased,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.8060959554879024,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,21.994822428245612,1.7928597740487222,16.603773584905664,27.38587127158556,3.5857195480974444,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Weight Loss > Almased,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4031072984979623,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,188,Healthcare Supplies > Patient Care,Health and Medicine,Competitor dept: Health and Medicine,Almased
E0396,ENTER,Labrada,Walmart: Health and Medicine > Weight Loss > Labrada,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.8060959554879024,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,21.994822428245612,1.7928597740487222,16.603773584905664,27.38587127158556,3.5857195480974444,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Weight Loss > Labrada,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4031072984979623,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,189,Healthcare Supplies > Patient Care,Health and Medicine,Competitor dept: Health and Medicine,Labrada
E0130,ENTER,Magic Wand,Walmart: Health and Medicine > Sexual Wellness Top Brands > Magic Wand,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits,0.6772379443210929,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,19.305584607549655,0.0,16.043822276323798,22.56734693877551,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits,Walmart::Health and Medicine > Sexual Wellness Top Brands > Magic Wand,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40239867174219385,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,190,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Magic Wand
E0013,ENTER,Cricut,Walmart: Arts Crafts & Sewing > Cricut > Cricut Maker | Walmart: Arts Crafts & Sewing > Cricut > Cricut Explore | Walmart: Arts Crafts & Sewing > Cricut > Cricut Mug Press | Walmart: Arts Crafts & Sewing > Cricut > Cricut Joy | Walmart: Arts Crafts & Sewing > Cricut > Cricut Materials | Walmart: Arts Crafts & Sewing > Cricut > Cricut EasyPress,Arts & Crafts,Arts & Crafts > Scrapbooking,Arts & Crafts > Scrapbooking,0.7028178752679041,1,Walmart,6,1,0,0.5,0.2,0.8539211702559935,21.4016665864459,7.218364562505151,9.716981132075471,33.08635204081633,0.7962462604045869,13.640482864605715,8.0,0.0,0,Arts & Crafts > Scrapbooking,Walmart::Arts Crafts & Sewing > Cricut > Cricut Explore,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40181630310427646,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,191,Arts & Crafts > Crayons,Arts Crafts & Sewing,Competitor dept: Arts Crafts & Sewing,Cricut
E0382,ENTER,Nasacort,Walmart: Health and Medicine > Allergy Medicine > Nasacort,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",0.7568403878482722,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,19.110589141316904,0.0,18.49056603773585,19.73061224489796,0.0,0.0,1.0,0.0,0,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",Walmart::Health and Medicine > Allergy Medicine > Nasacort,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4018136853434956,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,192,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Nasacort
E0336,ENTER,Emoji Party Decorations,Walmart: Party & Occasions > Emoji Party Supplies > Emoji Party Decorations,Party Supplies,Party Supplies > Party Favors & Costumes,Party Supplies > Party Favors & Costumes,0.5988075700184572,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,29.959263169662265,7.517581917365182,7.559342665855143,52.35918367346939,0.0,15.035163834730364,1.0,0.0,0,Party Supplies > Party Favors & Costumes,Walmart::Party & Occasions > Emoji Party Supplies > Emoji Party Decorations,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.4017063606065641,C,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,193,Party Supplies,Party & Occasions,Competitor dept: Party & Occasions,Emoji Party Decorations
E0012,ENTER,Nicotine Lozenges 2 Mg,Walmart: Health and Medicine > Quit Smoking > Nicorette | Walmart: Health and Medicine > Quit Smoking > Nicotine Lozenges 4 Mg | Walmart: Health and Medicine > Quit Smoking > Nicorette Lozenges | Walmart: Health and Medicine > Quit Smoking > Nicotine Lozenges 2 Mg | Walmart: Health and Medicine > Quit Smoking > Equate Nicotine Lozenges 4 Mg | Walmart: Health and Medicine > Quit Smoking > Nicotine Lozenges | Walmart: Health and Medicine > Quit Smoking > Equate Nicotine Lozenges 2 Mg | Walmart: Health and Medicine > Quit Smoking > Nicorette Lozenges 2 Mg | Walmart: Health and Medicine > Quit Smo,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids,0.8208154043556,1,Walmart,10,1,0,1.0,0.2,0.7842340511986997,21.052603517102256,1.4781023277623424,12.27023737066342,29.83496966354109,2.956204655524685,0.0,10.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids,Walmart::Health and Medicine > Quit Smoking > Nicotine Lozenges 2 Mg,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4016143961554399,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,194,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Nicotine Lozenges 2 Mg
E0020,ENTER,Minions - Toys,Walmart: Seasonal > Minions > Minions - Toys | Walmart: Seasonal > Minions > Minions - Movies | Walmart: Seasonal > Minions > Minions Only at Walmart | Walmart: Seasonal > Minions > Minions Costumes,School Supplies,School Supplies > Learning at Home,School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets,0.5441935933597143,1,Walmart,4,1,0,0.75,0.2,0.7842340511986997,19.5233787124101,0.4374646321782526,1.0651247717589776,37.981632653061226,0.0,0.8749292643565052,4.0,0.0,0,Party Supplies > Party Favors & Costumes,Walmart::Seasonal > Minions > Minions - Toys,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4012888438710088,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,195,Furniture > Decor,Seasonal,Competitor dept: Seasonal,Minions - Toys
E0032,ENTER,Singer Accessories,Walmart: Arts Crafts & Sewing > Singer > Singer Accessories | Walmart: Arts Crafts & Sewing > Singer > Singer Presser Feet | Walmart: Arts Crafts & Sewing > Singer > Singer Sergers,TV & Streaming Media,TV & Streaming Media > DJ Equipment & Musical Instruments,Furniture > Decor > Wall Art > Music Art,0.5535217924286484,1,Walmart,3,1,0,0.6666666666666666,0.2,0.7842340511986997,28.877081496018977,6.964883021819285,2.2276323797930613,55.5265306122449,0.0,13.92976604363857,3.0,0.0,0,Party Supplies > Party Favors & Costumes > Costumes & Accessories,Walmart::Arts Crafts & Sewing > Singer > Singer Accessories,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.4010866349542466,C,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,196,Arts & Crafts > Art Paper & Rolls,Arts Crafts & Sewing,Competitor dept: Arts Crafts & Sewing,Singer Accessories
E0136,ENTER,Georgia Pacific,Walmart: Industrial & Scientific > Featured Brands > Georgia Pacific Professional,"Tools, Parts & Supplies","Tools, Parts & Supplies > Automotive",Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories,0.6563002165204683,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.763589191002026,0.0,10.407790626902008,27.119387755102046,0.0,0.0,1.0,0.0,0,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories,Walmart::Industrial & Scientific > Featured Brands > Georgia Pacific Professional,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40077268549255096,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,197,"Tools, Parts & Supplies > Automotive",Industrial & Scientific,Competitor dept: Industrial & Scientific,Georgia Pacific
E0079,ENTER,Benadryl Children Syrup,Walmart: Health and Medicine > Allergy Medicine > Benadryl Children Syrup | Walmart: Health and Medicine > Allergy Medicine > Benadryl | Walmart: Health and Medicine > Allergy Medicine > Benadryl Children | Walmart: Health and Medicine > Allergy Medicine > Benadryl Syrups,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",0.8595330936417329,1,Walmart,4,1,0,1.0,0.2,0.7842340511986997,28.52477051684947,6.842367608065999,37.318928788800974,19.73061224489796,13.684735216131998,0.0,4.0,0.0,0,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",Walmart::Health and Medicine > Allergy Medicine > Benadryl Children Syrup,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40063020132836163,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,198,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Benadryl Children Syrup
E0323,ENTER,Alli,Walmart: Health and Medicine > Weight Loss > Alli,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.6743483865126492,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.69597884942638,0.0,10.006086427267194,27.38587127158556,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Weight Loss > Alli,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40056985446782406,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,199,Healthcare Supplies > Patient Care,Health and Medicine,Competitor dept: Health and Medicine,Alli
E0048,ENTER,Teenage Mutant Ninja Turtles Costumes,Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Books | Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Movies | Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtle Toys | Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Bikes & Rideons | Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Backpacks | Walmart: Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Costumes,School Supplies,School Supplies > Learning at Home,School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets,0.5802096026311028,1,Walmart,6,1,0,0.7142857142857143,0.2,0.8230394148720033,18.722759274999458,3.3490347328211745,2.0954699591339887,35.35004859086492,0.0,6.698069465642349,7.0,0.0,0,School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets,Walmart::Seasonal > Teenage Mutant Ninja Turtles > Teenage Mutant Ninja Turtles Costumes,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.400359297029933,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,200,Furniture > Decor,Seasonal,Competitor dept: Seasonal,Teenage Mutant Ninja Turtles Costumes
E0186,ENTER,Lysine,Walmart: Health and Medicine > Protein > Lysine,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.6174977038758956,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.616603018501824,0.0,3.055386488131467,34.17781954887218,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > Lysine,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4003317269750504,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,201,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Lysine
E0279,ENTER,BCAA,Walmart: Health and Medicine > Protein > BCAA,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.6481040313985219,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.573998027631465,0.0,2.9701765063907484,34.17781954887218,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > BCAA,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.4002039120024393,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,202,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,BCAA
E0102,ENTER,Genuine Joe,Walmart: Industrial & Scientific > Featured Brands > Genuine Joe,Furniture,Furniture > Decor,Retail Store Supplies > Promotional Products,0.638909222027755,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.507959245779873,0.0,9.8965307364577,27.119387755102046,0.0,0.0,1.0,0.0,0,Retail Store Supplies > Promotional Products,Walmart::Industrial & Scientific > Featured Brands > Genuine Joe,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.40000579565688454,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,203,Furniture > Decor,Industrial & Scientific,Competitor dept: Industrial & Scientific,Genuine Joe
E0402,ENTER,Jocko Fuel,Walmart: Health and Medicine > Protein > Jocko Fuel,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.553987719482862,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.48270161862355,0.0,2.7875836883749243,34.17781954887218,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > Jocko Fuel,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.39993002277541556,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,204,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Jocko Fuel
E0104,ENTER,Atlas,Walmart: Health and Medicine > Sexual Wellness Top Brands > Atlas,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.6826534181121848,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,18.40479337200492,0.0,14.24223980523433,22.56734693877551,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Sexual Wellness Top Brands > Atlas,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.39969629803555967,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,205,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Atlas
E0361,ENTER,Citrulline,Walmart: Health and Medicine > Protein > Citrulline,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.6234909704387026,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.40357806415003,0.0,2.629336579427876,34.17781954887218,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > Citrulline,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.399692652111995,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,206,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Citrulline
E0385,ENTER,Nasonex,Walmart: Health and Medicine > Allergy Medicine > Nasonex,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",0.7578314406405924,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,18.1793657694362,0.0,16.62811929397444,19.73061224489796,0.0,0.0,1.0,0.0,0,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy",Walmart::Health and Medicine > Allergy Medicine > Nasonex,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.3990200152278535,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,207,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Nasonex
E0252,ENTER,Swiss Navy,Walmart: Health and Medicine > Sexual Wellness Top Brands > Swiss Navy,Healthcare Supplies,Healthcare Supplies > Patient Care,Workwear > Occupational Workwear > Healthcare Apparel > Scrubs & Medical Staff Apparel,0.6628148182813688,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.15524985404996,0.0,13.743152769324409,22.56734693877551,0.0,0.0,1.0,0.0,0,Workwear > Occupational Workwear > Healthcare Apparel > Scrubs & Medical Staff Apparel,Walmart::Health and Medicine > Sexual Wellness Top Brands > Swiss Navy,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.3989476674816948,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,208,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Swiss Navy
E0223,ENTER,Eas,Walmart: Health and Medicine > Protein > Eas,Healthcare Supplies,Healthcare Supplies > OTC Pharmaceuticals,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,0.5947680025364324,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,18.1101281810735,0.0,2.23980523432745,33.98045112781955,0.0,0.0,1.0,0.0,0,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements,Walmart::Health and Medicine > Protein > Eas,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.3988123024627654,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,209,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Eas
E0285,ENTER,Six Star Pro,Walmart: Health and Medicine > Protein > Six Star Pro,Healthcare Supplies,Healthcare Supplies > Patient Care,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,0.6308717756613184,1,Walmart,1,1,0,0.0,0.2,0.7842340511986997,18.106145542754373,0.0,5.209981740718199,31.002309344790547,0.0,0.0,1.0,0.0,0,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales,Walmart::Health and Medicine > Protein > Six Star Pro,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.39880035454780804,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,210,Healthcare Supplies > OTC Pharmaceuticals,Health and Medicine,Competitor dept: Health and Medicine,Six Star Pro
D0013,DEEPEN,Energy & Sports Drinks,"Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks","Coffee, Water & Snacks","Coffee, Water & Snacks > Water & Beverages","Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks",1.0,2,"OfficeDepot, Walmart",3,2,0,0.0,0.4,0.5924856985846678,30.622636040053,9.340887456738724,,,,,,,1,"Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks","Staples::Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks",0,"Energy & Nutrition Drinks, Energy Star, Diet Foods Drinks",103.0,0.9209311114306571,3.0,OFF-BRAND,,,OFF-BRAND,0.3982091844732712,B,"Pass - real gap, wrong store for Staples","Breakroom, kitchen & hospitality",0.0,0.0,,211,"Coffee, Water & Snacks > Water & Beverages",,"Coffee, Water & Snacks > Water & Beverages",Energy & Sports Drinks
E0117,ENTER,Blistex,Walmart: Health and Medicine > Lip Care > Blistex,Healthcare Supplies,Healthcare Supplies > Personal Care,Healthcare Supplies > Personal Care > Skin Care > Lip Balm,0.8415658394732106,1,Walmart,1,1,0,1.0,0.2,0.7842340511986997,25.948604883219268,5.716708710434239,10.931223371880709,40.965986394557824,11.433417420868478,0.0,1.0,0.0,0,Healthcare Supplies > Personal Care > Skin Care > Lip Balm,Walmart::Health and Medicine > Lip Care > Blistex,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.39818448629483966,C,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,212,Healthcare Supplies > Personal Care,Health and Medicine,Competitor dept: Health and Medicine,Blistex
